Monitoring Location,State,Temp_Min,Temp_Max,DO_Min,DO_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,BOD_Max,N_Min,N_Max,Fecal_Min,Fecal_Max,Coliform_Min,Coliform_Max,Strepto_Min,Strepto_Max,Cluster
"RIVER JAMMER AT DHOLABAD, RATLAM",MADHYA PRADESH,20.0,29.0,7.0,7.6,7.4,7.7,130.0,375.0,1.4,2.0,0.32,0.98,2.0,2.0,46.0,49.0,2,2,0
"RIVER MAHI AT MAHI DAM,VILLAGE-BHOR KHERA
,BANSWARA",RAJASTHAN,27.0,29.0,4.0,5.4,7.4,7.6,280.0,542.0,2.1,2.6,5.23,8.52,80.0,110.0,140.0,180.0,17,26,0
"RIVER AJAB BOURALI AT PETLAWAD DAM PETLAVAD, JHABUA",MADHYA PRADESH,20.0,21.5,6.9,7.7,7.5,8.3,300.0,539.0,1.0,1.2,0.54,1.69,2.0,2.0,34.0,49.0,2,2,0
"RIVER SABARMATI AT KHEROJ BRIDGE,",GUJARAT,25.0,27.0,5.0,7.6,7.2,8.2,380.0,765.0,1.0,1.3,0.32,1.03,2.0,12.0,6.0,70.0,2,2,0
"RIVER SABARMATI AFTER CONF. WITH MESHWA AT VAUTHA (NEAR DHOKLA),",GUJARAT,20.0,32.0,0.3,5.1,7.4,8.4,680.0,2513.0,7.0,27.0,0.33,2.27,1600.0,1600.0,1600.0,1600.0,,,0
"RIVER SABARMATI AT RAILWAY BRIDGE AHMEDABAD,",GUJARAT,27.0,30.0,2.7,6.8,7.0,8.3,302.0,590.0,1.0,4.1,0.4,1.36,21.0,170.0,110.0,540.0,,,0
"RIVER SABARMATI AT HANSAOL BRIDGE,",GUJARAT,26.0,30.0,4.2,7.6,7.4,8.2,278.0,402.0,1.0,1.8,0.41,1.61,2.0,33.0,17.0,170.0,,,0
RIVER SABARMATI AT DHAROI DAM,GUJARAT,28.0,28.0,2.8,2.8,7.9,7.9,560.0,560.0,5.0,5.0,2.4,2.4,1600.0,1600.0,1600.0,1600.0,1600,1600,0
RIVER SABARMATI AT AHMEDABAD AT V.N. BRIDGE,GUJARAT,27.0,30.0,0.3,1.2,7.1,8.0,697.0,2741.0,12.0,105.0,0.4,24.85,1600.0,1600.0,1600.0,1600.0,1600,1600,0
"RIVER SABARMATI AT VILL. MIROLI TALUKA DASCROI, AHMEDABAD,",GUJARAT,28.0,32.0,0.3,4.8,7.2,8.0,889.0,6274.0,8.0,31.0,0.0,1.06,160.0,1600.0,1600.0,1600.0,1600,1600,0
"RIVER SABARMATI AT DHAROI DAM, DIST.
MEHSANA.RIVER SABARMATI TA DHAROI DAM, TAL : SATALASANA, DIST : MEHSANA",GUJARAT,25.0,30.0,5.4,7.3,7.7,8.3,384.0,560.0,1.0,1.7,0.32,1.56,2.0,6.0,2.0,47.0,2,2,0
"RIVER SABARMATI AT AHMEDABAD U/SHANSOL,
AHMEDABAD",GUJARAT,26.0,30.0,4.2,7.6,7.4,8.2,278.0,402.0,1.0,1.8,0.41,0.94,2.0,33.0,17.0,170.0,2,2,0
"RIVER SABARMATI AT AHMEDABAD D/SVILL: MIROLI,TALUKA DASCROI, AHMEDABAD,",GUJARAT,28.0,32.0,0.3,4.8,7.2,8.0,889.0,3060.0,8.0,31.0,0.33,1.08,1600.0,1600.0,1600.0,1600.0,,,0
"RIVER SABARMATI AT KHEROJ BRIDGE, SABARKANTHA, AMBAJI HIGHWAY, KHEROJ, GUJARAT (RAJASTHAN  AND
GUJARAT)",GUJARAT,24.0,24.0,9.6,9.6,8.0,8.0,607.0,607.0,2.5,2.5,0.32,0.32,110.0,110.0,330.0,330.0,,,0
"RIVER SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FORM ORIGIN,",GUJARAT,27.0,32.0,4.1,7.2,7.5,8.4,346.0,590.0,1.0,2.0,0.46,1.21,2.0,12.0,13.0,70.0,,,0
"RIVER SABARMATI AT GANDHI NAGAR CHILODA BRIDGE, LEKAWADA,",GUJARAT,27.0,32.0,5.1,7.0,7.4,8.5,363.0,560.0,1.0,1.8,0.39,1.66,2.0,4.0,21.0,33.0,,,0
"RIVER SHEDHI AT KHEDA,",GUJARAT,28.0,35.0,4.5,7.2,7.7,8.5,460.0,2616.0,1.0,2.7,1.12,7.94,50.0,1600.0,300.0,1600.0,2,540,0
"RIVER KHARI AT LALI VILLAGE NEAR AHMEDABAD,",GUJARAT,28.0,30.0,0.3,1.5,7.2,7.5,1112.0,2558.0,11.0,68.0,0.33,1.05,1600.0,1600.0,1600.0,1600.0,1600,1600,0
"RIVER KELWARA RESERVIOR, N/V KELWARA, TEHSIL-
KUMBHALGARH DIST- RAJSAMAND, (UPSTREAM OF KHARI RIVER)",RAJASTHAN,24.0,30.0,3.4,6.3,7.1,7.9,530.0,723.0,1.8,3.7,2.04,3.56,63.0,130.0,110.0,220.0,21,27,0
"RIVER MESHWA NEAR RAJASTHAN BORDER D/S  AT SAMLAJI,DIST: ARVALI",GUJARAT,24.0,27.0,5.0,7.7,7.0,8.2,372.0,1251.0,1.0,1.2,0.32,1.45,2.0,11.0,6.0,70.0,2,2,0
"RIVER NARMADA AT AMARKANTAK FROM ORIGIN POINT,",MADHYA PRADESH,23.5,30.2,6.6,8.7,7.1,8.3,186.0,705.0,1.0,1.8,0.32,0.58,2.0,2.0,27.0,94.0,2,2,0
RIVER NARMADA NEAR ORIGIN POINT AT AMARKANTAK M.P.,MADHYA PRADESH,22.6,30.2,6.5,6.8,6.6,7.9,165.0,1864.0,1.0,1.9,0.32,0.34,2.0,2.0,2.0,20.0,2,2,0
RIVER NARMADA AT PUSKAR DAM AMARKANTAK,MADHYA PRADESH,22.8,30.2,6.6,8.1,6.9,8.0,173.0,2756.0,1.6,2.3,0.32,0.48,2.0,2.0,41.0,110.0,2,2,0
RIVER NARMADA AT MANDLA NEAR ROAD BRIDGE. M.P.,MADHYA PRADESH,21.2,24.6,7.0,7.8,7.3,7.9,250.0,611.0,1.2,2.0,0.16,1.44,2.0,6.0,17.0,48.0,,,0
"RIVER NARMADA AT BARMANGHAT, NARSINGHPUR M.P.",MADHYA PRADESH,20.9,24.6,7.0,8.3,7.2,7.9,233.0,711.0,1.1,2.0,0.14,1.4,2.0,3.0,10.0,43.0,,,0
RIVER NARMADA AT NEMAWAR,MADHYA PRADESH,22.0,27.0,6.6,7.6,7.6,7.8,198.0,394.0,1.2,2.0,0.32,0.65,2.0,2.0,43.0,48.0,2,2,0
RIVER NARMADA 500 M.D/S NEAR JAIN MANDER VILLAGE NEMAWAR,MADHYA PRADESH,22.0,28.0,6.5,7.7,7.2,7.8,212.0,430.0,2.0,2.0,0.54,0.73,2.0,2.0,47.0,49.0,2,2,0
RIVER NARMADA AT MANDLESHWAR,MADHYA PRADESH,19.5,21.5,7.2,8.0,7.7,8.5,212.0,332.0,1.0,1.1,0.83,790.02,2.0,2.0,34.0,49.0,2,2,0
"RIVER NARMADA AT BADWANI, M.P.",MADHYA PRADESH,19.0,22.0,7.2,7.8,7.8,8.5,246.0,346.0,1.0,1.2,0.82,1.2,2.0,2.0,38.0,48.0,,,0
"RIVER NARMADA AT MAHESHWAR, M. P.",MADHYA PRADESH,19.5,21.5,7.0,7.9,7.3,8.5,211.0,318.0,1.0,1.2,0.02,1.12,2.0,2.0,39.0,49.0,2,2,0
RIVER NARMADA  NEAR SHAHGANJ GUEST HOUSE DISTRICT SEHORE (M.P.),MADHYA PRADESH,14.0,26.0,5.8,11.0,7.3,8.5,188.0,362.0,1.0,2.4,1.4,5.97,2.0,34.0,130.0,280.0,2,2,0
"RIVER NARMADA NEAR MORTAKKA BRIDGE, BADWAH",MADHYA PRADESH,19.5,21.5,7.2,7.9,7.4,8.5,243.0,328.0,1.0,1.4,0.83,1.27,2.0,2.0,33.0,49.0,,,0
RIVER NARMADA AT SETHANIGHAT,MADHYA PRADESH,17.0,31.0,7.2,8.5,7.2,8.2,198.0,311.0,1.3,2.1,0.39,1.93,13.0,170.0,150.0,430.0,2,2,0
RIVER NARMADA AT HOSHANGABAD 100 METER D/ S AFTER CONFLUENCE OF SPM NALLA M.P.,MADHYA PRADESH,12.0,30.0,7.4,8.5,7.4,8.1,187.0,315.0,1.1,1.9,0.55,2.9,22.0,94.0,170.0,430.0,2,2,0
"RIVER NARMADA NEAR PUNASA DAM, PUNASA",MADHYA PRADESH,20.0,21.5,7.1,7.8,7.5,8.5,194.0,298.0,1.0,1.1,0.7,1.08,2.0,2.0,31.0,41.0,,,0
RIVER NARMADA AT D/S OF OMKARESHWAR M.P.,MADHYA PRADESH,19.5,21.5,7.0,7.8,7.7,8.4,222.0,313.0,1.0,1.1,0.7,1.22,2.0,2.0,32.0,47.0,,,0
"RIVER NARMADA AT MANDLA, NEAR SHAMSHANGHAT, JABALPUR",MADHYA PRADESH,21.3,24.5,6.0,8.0,7.1,7.8,250.0,546.0,1.0,2.0,0.13,1.4,2.0,6.0,17.0,63.0,,,0
"RIVER NARMADA AT LALPUR, JABALPUR",MADHYA PRADESH,21.0,23.4,7.2,7.8,7.3,7.9,230.0,382.0,1.2,1.6,0.16,0.8,2.0,2.0,31.0,49.0,,,0
"RIVER NARMADA AT TILWARAGHAT,  JABALPUR",MADHYA PRADESH,21.2,25.4,7.0,7.8,7.1,8.0,256.0,642.0,1.3,1.9,0.14,1.6,2.0,14.0,17.0,70.0,,,0
"RIVER NARMADA AT PANCHWATIGHAT, BEFORE MIXING WITH BAWANGANGA RIVER, JABALPUR",MADHYA PRADESH,20.5,24.2,7.2,8.0,7.2,8.1,224.0,716.0,1.0,2.0,0.3,1.44,2.0,9.0,11.0,41.0,,,0
"RIVER NARMADA AT SARSWATIGHAT, AFTER MIXING
WITH BAWANGANGA RIVER, JABALPUR","MADHYA
PRADESH",20.6,24.1,6.7,7.9,7.4,8.1,242.0,719.0,1.4,2.0,0.1,2.26,2.0,4.0,14.0,70.0,,,0
RIVER NARMADA RIVER AT D/S OF KAPILDHARA,MADHYA PRADESH,22.6,30.4,6.5,7.7,7.1,8.0,167.0,2524.0,1.2,2.2,0.32,0.45,2.0,2.0,41.0,94.0,2,2,0
RIVER NARMADA AT KORIGHAT HOSHANGABAD,MADHYA PRADESH,17.0,31.0,7.1,8.6,7.3,8.1,184.0,312.0,1.1,1.8,0.44,2.2,2.0,46.0,110.0,280.0,2,2,0
RIVER NARMADA AT DHARAMPURI,MADHYA PRADESH,19.5,22.0,7.3,7.8,7.7,8.4,210.0,315.0,1.0,1.1,0.02,1.05,2.0,2.0,33.0,41.0,,,0
"RIVER  NARMADA AT CHANDANGHAT NEAR ROAD BRIDGE, DINDORI",MADHYA PRADESH,23.0,30.5,6.7,8.2,7.2,8.1,187.0,926.0,1.0,1.8,0.32,1.2,2.0,8.0,27.0,84.0,2,2,0
RIVER NARMADA AT PUSKAR DAM AMARKANTAK,MADHYA PRADESH,22.8,30.2,6.6,8.1,6.9,8.0,173.0,2756.0,1.6,2.3,0.32,0.48,2.0,2.0,41.0,110.0,2,2,0
"RIVER NARMADA AT DINDORI D/S AFTER MIXING TO
CITY DOMESTIC NEAR JOGOTIKARIA GHAT","MADHYA
PRADESH",23.6,30.4,6.7,8.8,7.6,8.2,194.0,911.0,1.2,2.4,0.36,0.7,2.0,4.0,43.0,120.0,2,2,0
RIVER NARMADA NEAR BHAIRAV TAMPLE AT SHHASTRADHARA MANDLA,MADHYA PRADESH,21.1,24.3,6.8,8.0,7.2,7.9,271.0,661.0,1.2,1.9,0.23,1.3,2.0,6.0,17.0,49.0,,,0
RIVER NARMADA NEAR ROAD BRIDGE (D/S BARGI DAM) JABALPUR,MADHYA PRADESH,20.9,25.7,7.1,7.9,7.5,7.9,248.0,716.0,1.3,1.8,0.04,1.32,2.0,6.0,17.0,48.0,,,0
"RIVER NARMADA AT JAMTARA, NEAR RAILWAY BRIDGE",MADHYA PRADESH,21.0,25.6,7.2,7.8,7.2,8.1,268.0,711.0,1.2,1.9,0.06,1.4,2.0,10.0,17.0,94.0,,,0
RIVER NARMADA NEAR ROAD BRIDGE JHANSINGHAT JABALPUR,MADHYA PRADESH,20.6,24.6,6.8,8.0,7.3,8.1,217.0,677.0,1.2,1.9,0.18,2.64,2.0,13.0,17.0,49.0,,,0
RIVER NARMADA N.H. 44 NEAR ROAD BRIDGE AT BARMAN. JABALPUR,MADHYA PRADESH,21.0,24.7,6.4,7.9,7.1,7.9,235.0,671.0,1.0,2.0,0.24,1.44,2.0,4.0,10.0,48.0,,,0
"RIVER NARMADA, BARMANGHAT, 100 MDS OF MAINGHAT",MADHYA PRADESH,20.8,24.7,6.5,8.1,7.1,8.1,248.0,716.0,1.2,2.4,0.16,1.44,2.0,4.0,10.0,48.0,,,0
"RIVER NARMADA S.N. 44 NEAR ROAD BRIDGE NEAR
JHILKOLI NARSINGPUR","MADHYA
PRADESH",21.1,24.6,6.7,7.8,7.4,8.1,233.0,691.0,1.2,1.9,0.3,2.64,2.0,12.0,17.0,48.0,,,0
"RIVER NARMADA AT NEAR ROAD BRIDGE, SANDIA",MADHYA PRADESH,15.0,31.0,7.8,8.7,7.3,8.2,172.0,285.0,1.0,1.7,0.32,2.46,2.0,10.0,2.0,150.0,2,2,0
RIVER NARMADA  AT UP- STREAM OF VILLAGE JAIT NEAR NARYANAPURA DISTRICT SEHORE (M.P.),MADHYA PRADESH,15.0,27.0,6.0,11.5,7.6,8.4,213.0,3105.0,1.0,1.7,1.25,7.47,6.0,26.0,40.0,280.0,2,2,0
RIVER NARMADA AT D/S OF VILL. JAIT,MADHYA PRADESH,15.0,26.0,6.2,12.2,7.6,8.4,214.0,3212.0,1.0,2.0,1.71,6.62,11.0,147.0,140.0,1301.0,2,2,0
"RIVER NARMADA AT UP-STREAM  BEFORE
CONFLUENCE OF RIVER TAWA NEAR BANDRABHAN DISTRICT SEHORE M.P.",MADHYA PRADESH,14.0,26.0,5.8,11.0,7.4,8.5,184.0,419.0,1.0,2.1,0.96,6.16,2.0,48.0,150.0,350.0,2,2,0
"RIVER NARMADA AT DOWN-STREAM AFTER
CONFLUENCE OF RIVER TAWA NEAR RAMNAGAR,DISTRICT SEHORE (M.P.)",MADHYA PRADESH,16.0,26.0,6.0,14.1,7.6,8.5,190.0,337.0,1.0,1.9,1.44,6.95,2.0,39.0,120.0,350.0,2,2,0
"RIVER NARMADA AT BUDHNIGHAT, BUDHNI DISTRICT SEHORE( M.P.)",MADHYA PRADESH,16.0,26.0,6.2,10.2,7.5,8.3,184.0,3459.0,1.0,1.4,0.71,5.04,2.0,178.0,120.0,1400.0,2,2,0
RIVER NARMADA AT DOWN-STREAM OF TEXTILE UNIT VILLAGE. HOLIPURA BUDNI DISTRICT SEHORE (M.P.),MADHYA PRADESH,15.0,27.0,6.0,13.5,7.4,8.5,180.0,478.0,1.0,2.0,1.16,4.92,2.0,39.0,110.0,350.0,2,2,0
RIVER NARMADA AT BEFOR CONFLU. OF RIVER JAMNER VILL. NEMAWAR,MADHYA PRADESH,22.0,28.0,6.7,7.6,7.4,7.9,205.0,422.0,1.4,2.0,0.32,0.83,2.0,2.0,41.0,49.0,2,2,0
RIVER NARMADA AT HANUWANTIA DIST. KHANDWA,MADHYA PRADESH,20.0,21.5,7.3,7.8,7.7,8.6,211.0,311.0,1.0,7.4,0.64,1.14,2.0,2.0,31.0,41.0,,,0
RIVER NARMADA AT U/S OMKAREWHWAR DAM KHANDWA,MADHYA PRADESH,19.5,21.5,7.2,7.8,7.3,8.5,212.0,308.0,1.0,1.1,0.74,2.26,2.0,2.0,32.0,43.0,,,0
RIVER NARMADA RIVER AT DHARESHWAR,MADHYA PRADESH,19.0,21.5,7.2,7.8,7.6,8.6,205.0,329.0,1.0,1.1,0.84,11.03,2.0,2.0,34.0,49.0,,,0
RIVER NARMADA NEAR W/S INTAKE JALLOD,MADHYA PRADESH,19.5,21.5,7.3,8.0,7.8,8.4,248.0,320.0,1.0,1.1,0.71,1.12,2.0,2.0,34.0,41.0,,,0
RIVER NARMADA RIVER AT SHAHASTRADHARA (JALKOTI),MADHYA PRADESH,19.5,21.5,7.2,8.1,7.7,8.6,209.0,330.0,1.0,1.2,0.73,1.91,2.0,2.0,38.0,47.0,,,0
RIVER NARMADA AT KHALGHAT,MADHYA PRADESH,19.5,22.0,7.4,7.8,7.8,8.6,215.0,337.0,1.0,1.2,0.02,1.18,2.0,2.0,34.0,43.0,,,0
RIVER NARMADA RIVER AT SEMALDA U/S OF BARWANI,MADHYA PRADESH,19.0,22.0,7.2,8.0,7.7,8.4,232.0,350.0,1.0,1.1,0.71,1.16,2.0,2.0,34.0,43.0,,,0
RIVER NARMADA AT KOTESHWAR,"MADHYA
PRADESH",19.5,22.0,6.9,7.8,7.6,8.5,255.0,392.0,1.0,1.1,0.72,1.92,2.0,2.0,34.0,46.0,,,0
"RIVER NARMADA AT KAKRANA, INTERSTATE BOUNDRY, ALIRAJPUR",MADHYA PRADESH,19.5,22.0,7.2,7.7,7.6,8.5,250.0,358.0,1.0,1.2,0.74,2.12,2.0,2.0,34.0,48.0,,,0
"RIVER NARMADA AT NAVAGAM,  NEAR GORA COLONY, KEVADIA, GUJARAT (GUJARAT AND MADHYA PRADESH)",GUJARAT,29.0,29.0,7.7,7.7,8.3,8.3,372.0,372.0,2.5,2.5,0.32,0.32,700.0,700.0,1100.0,1100.0,,,0
RIVER NARMADA AT GARUDESHWAR,GUJARAT,27.0,34.0,7.3,8.4,8.0,8.4,190.0,419.0,1.0,1.0,0.32,0.83,2.0,23.0,20.0,94.0,,,0
"RIVER NARMADA AT PANETHA,",GUJARAT,27.0,34.0,7.1,8.3,8.0,8.4,200.0,363.0,1.0,1.0,0.32,0.85,2.0,21.0,26.0,46.0,,,0
"RIVER NARMADA AT CHANDOD,",GUJARAT,26.0,28.0,7.3,8.7,7.9,8.7,298.0,426.0,1.0,1.0,1.16,1.36,9.0,50.0,34.0,140.0,,,0
"RIVER NARMADA AT ZANOR (NTPC), BHARUCHRIVER
NARMADA AT ZANOR (NTPC), BHARUCH",GUJARAT,25.0,30.0,7.0,8.4,7.7,8.5,282.0,518.0,1.0,1.0,0.3,0.3,13.0,78.0,46.0,140.0,2,21,0
"RIVER NARMADA AT BHARUCH, ZADESHVAR,",GUJARAT,25.0,30.0,6.3,8.3,7.9,8.5,270.0,770.0,1.0,1.0,0.3,0.3,39.0,170.0,140.0,340.0,11,40,0
"RIVER CHOTA TAWA BEFORE CONFL. WITH RIVER NARMADA, M.P.",MADHYA PRADESH,20.0,21.0,7.3,7.7,7.6,8.6,322.0,514.0,1.0,1.2,0.79,1.28,2.0,2.0,36.0,58.0,,,0
"RIVER GOUR NEAR BHOGDWAR WSS INTAKE POINT, JABALPUR",MADHYA PRADESH,21.1,24.6,7.5,7.7,7.2,7.8,267.0,394.0,1.2,1.6,0.12,3.95,2.0,23.0,32.0,93.0,,,0
RIVER KUNDA AT KHARGONE,MADHYA PRADESH,20.0,22.0,1.9,7.7,7.7,8.6,310.0,1165.0,1.0,10.0,1.08,3.3,2.0,40.0,49.0,920.0,2,8,0
"RIVER BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,20.2,24.3,7.0,7.8,7.3,8.1,275.0,523.0,1.2,2.0,0.22,1.34,2.0,10.0,17.0,49.0,,,0
"RIVER  HIRAN, NH 7 ROAD BRIDGE, SIHORA, DIST JABALPUR",MADHYA PRADESH,20.1,24.2,6.3,7.8,7.4,8.0,228.0,713.0,1.2,2.2,0.14,1.6,2.0,9.0,17.0,48.0,,,0
"RIVER HIRAN, NH -12 ROAD BRIDGE VIL VIKRAMPUR
,DIST NARSINGPUR",MADHYA PRADESH,20.9,24.6,6.3,7.9,7.1,8.1,208.0,641.0,1.2,2.0,0.27,1.44,2.0,6.0,10.0,70.0,,,0
"RIVER HIRAN AFTER MIXING PARIYAT RIVER NEAR ROAD BRIDGE AT VILL GANIYARI, JABALPUR",MADHYA PRADESH,20.3,25.0,5.7,7.9,6.4,7.9,290.0,10850.0,1.8,12.0,0.29,1.6,2.0,14.0,17.0,540.0,,,0
"RIVER BANJAR RIVER NEAR ROAD BRIDGE, VILL.
KHARRADHAR  MALANJKHAND.","MADHYA
PRADESH",20.4,24.5,7.1,7.9,7.3,8.1,278.0,497.0,1.0,1.9,0.21,1.34,2.0,12.0,11.0,47.0,,,0
"RIVER WAINGANGA RIVER NEAR VILL. BUDUNDA MALANJKHAND, DISTT BALAGHAT",MADHYA PRADESH,20.3,24.3,7.2,7.6,7.2,7.8,270.0,521.0,1.0,1.9,0.25,1.34,2.0,10.0,11.0,47.0,,,0
RIVER TAPI AT NEPANAGAR,MADHYA PRADESH,20.0,22.0,6.9,7.8,7.7,8.5,194.0,592.0,1.0,1.6,0.51,1.36,2.0,2.0,40.0,89.0,,,0
RIVER TAPI AT BURHANPUR,MADHYA PRADESH,20.0,22.0,6.6,7.9,7.8,8.9,246.0,1043.0,1.0,3.0,0.71,1.38,2.0,4.0,49.0,210.0,,,0
RIVER TAPI AT HATNUR M.P.,MADHYA PRADESH,20.0,22.0,4.6,7.6,7.7,8.6,220.0,1195.0,1.0,3.0,0.44,49.01,2.0,2.0,2.0,350.0,2,2,0
"RIVER TAPI AT VILLAGE KHEDI, NEAR AMARAWATI ROAD BRIDGE , BETUL",MADHYA PRADESH,16.0,31.0,7.1,7.7,7.1,8.1,284.0,774.0,1.4,2.0,0.48,5.04,2.0,7.0,10.0,120.0,,,0
"RIVER TAPI AT UKAI, SHERULA BRIDGE",GUJARAT,27.0,30.0,6.6,8.0,7.2,8.5,295.0,537.0,1.0,1.9,0.32,1.14,2.0,6.0,4.0,26.0,,,0
"RIVER TAPI AT MANDAVI,",GUJARAT,18.0,32.0,7.0,7.7,6.9,8.5,337.0,600.0,1.0,2.0,0.3,0.52,2.0,4.0,4.0,17.0,2,2,0
"RIVER TAPI NEAR BARDOLI (KAPP BRIDGE)
BARDOLIKAKRAPAR,SURAT",GUJARAT,20.0,30.0,7.0,7.6,6.8,8.5,348.0,535.0,1.0,1.9,0.3,6.0,2.0,2.0,2.0,113.0,2,2,0
"RIVER TAPI AT KATHORE, (NH-8 BRIDGE)RIVER TAPI AT KATHORE, (NH-8 BRIDGE) U/S OF SURAT CITY",GUJARAT,18.0,31.0,7.1,8.0,6.8,8.5,404.0,4723.0,1.0,1.9,0.3,0.3,6.0,21.0,24.0,58.0,2,6,0
"RIVER TAPI AT SURAT U/S KATHORE,RIVER TAPI NEAR
LIMDESHWAR MAHDEV AT KATHOR",GUJARAT,18.0,31.0,7.0,8.0,6.7,8.5,406.0,775.0,1.0,2.4,0.3,0.84,10.0,14.0,25.0,58.0,2,2,0
"RIVER TAPI AT RANDER BRIDGE, SURATRANDER,SURAT",GUJARAT,22.0,31.0,6.9,7.4,7.1,8.5,418.0,6192.0,1.0,2.6,0.3,0.3,6.0,17.0,17.0,58.0,2,2,0
"RIVER TAPI AT ONGC BRIDGE AT SURAT, DIST. SURATHAZIRA,SURAT",GUJARAT,24.0,32.0,5.5,7.0,6.7,8.3,5908.0,53650.0,1.6,2.5,0.3,0.3,6.0,14.0,27.0,48.0,2,2,0
"RIVER TAPI AT KUKURMUNDA BRIDGE, NIZHAR ROAD,
NEAR VILLAGE KUKURMUNDA, GUJARAT (MAHARASHTRA AND GUJARAT)",GUJARAT,23.0,23.0,8.2,8.2,8.0,8.0,500.0,500.0,1.0,1.0,1.11,1.11,1200.0,1200.0,1700.0,1700.0,,,0
"RIVER TAPI AT PRAKASHA, (MAHARASHTRA)",MAHARASHTRA,22.0,22.0,4.8,4.8,8.1,8.1,364.0,364.0,9.6,9.6,1.08,1.08,70.0,70.0,550.0,550.0,25,25,0
"RIVER TAPI AT AJNAD, (MAHARASHTRA)",MAHARASHTRA,22.0,22.0,5.0,5.0,8.2,8.2,436.0,436.0,6.2,6.2,2.45,2.45,25.0,25.0,275.0,275.0,13,13,0
"RIVER TAPI  AT U/S, BHUSAWAL,VILLAGE. BHUSAWAL RAILWAY COLONY, TALUKA. BHUSAWAL, DISTRICT. JALGAON.",MAHARASHTRA,22.0,24.0,5.1,7.3,7.4,8.0,236.0,8065.0,2.4,4.0,0.39,3.42,2.0,6.0,35.0,58.0,2,4,0
"RIVER TAPI AT AJNAD VILLAGE, VILLAGE.AJNAD , TALUKA. RAVER, DISTRICT.JALGAON.",MAHARASHTRA,22.0,25.0,5.6,7.1,7.3,7.9,181.0,5544.0,2.8,3.8,0.79,4.78,2.0,4.0,34.0,55.0,2,4,0
"RIVER TAPI AT UBAD VILLAGE NEAR GUJRATBORDER, VILLAGE. UBAD, TALUKA. SHAHADA, DISTRICT. NANDURBAR.",MAHARASHTRA,16.0,26.0,5.5,7.3,7.4,7.9,356.0,1001.0,2.6,3.8,1.22,4.1,2.0,6.0,40.0,58.0,2,6,0
"RIVER AMRAVATI AT VILLAGE DADHAL , TA
ANKLESHWAR, BHARUCHNR RAILWAY BRIDGE, AT VILLAGE DHADHAL , TA: ANKLESHWAR, DIST BHARUCH",GUJARAT,27.0,34.0,4.6,7.3,6.8,8.3,417.0,2517.0,1.1,2.9,0.36,2.12,27.0,79.0,110.0,280.0,,,0
"RIVER GOMAI  D/S. OF SHAHADA, VILLAGE- SHAHADA,TALUKA- DHULE,DISTRICT- DHULE.",MAHARASHTRA,17.0,22.0,5.7,7.0,7.5,7.9,413.0,4899.0,2.8,4.0,1.73,2.71,4.0,8.0,45.0,68.0,2,2,0
"RIVER BURAI  BEFORE CONFLUENCE TO TAPI RIVER, VILLAGE- MUKUDAS, TALUKA- DHULE, DISTRICT- DHULE.",MAHARASHTRA,16.0,16.0,5.9,5.9,7.4,7.4,411.0,411.0,3.2,3.2,2.64,2.64,4.0,4.0,45.0,45.0,2,2,0
"RIVER KIM AT SAHOL BRIDGE, OLPAD HANSOT ROAD,
DIST. SURATSAHOL, OLPAD HANSOT ROAD, SAHOL BRIDGE,SURAT",GUJARAT,23.0,32.0,5.0,7.1,6.8,8.5,712.0,3881.0,1.5,2.8,0.3,0.3,6.0,34.0,17.0,140.0,2,2,0
"RIVER DENWA NEAR SARNI, ROAD BRIDGE",MADHYA PRADESH,18.0,30.0,7.1,7.6,7.1,8.1,288.0,716.0,1.6,2.0,0.47,2.66,2.0,4.0,20.0,70.0,,,0
"RIVER GIRNA AT JALGAON AT INTAKE OF GIRNA PUMP HUOSE, VILLAGE- GIRNA PUMP HOUSE AREA, TALUKA-
JALGAON, DISTRICT- JALGAON.",MAHARASHTRA,20.0,22.0,6.2,6.2,7.3,7.9,556.0,686.0,3.0,3.0,2.82,3.95,4.0,4.0,40.0,46.0,2,2,0
"RIVER GIRNA AT MALEGAON ROAD BRIDGE, VILLAGE. MALEGAON, TALUKA. MALEGAON, DISTRICT. NASHIK.",MAHARASHTRA,28.0,28.0,5.9,7.2,7.7,7.7,181.0,502.0,3.0,3.4,0.59,0.6,4.0,6.0,45.0,68.0,2,2,0
"RIVER  RANGAVALI  AT D/S OF NAVAPUR NEAR
RANGAVALI BRIDGE, VILLAGE- NAVAPUR, TALUKA- NAVAPUR, DISTRICT- NANDURBAR.",MAHARASHTRA,18.0,22.0,5.2,6.8,7.3,7.9,295.0,1284.0,2.8,4.0,2.29,3.42,4.0,8.0,45.0,85.0,2,2,0
"RIVER MOR  NEAR PADALASHE, VILLAGE- PADALASHE,TALUKA- JALGAON, DISTRICT- JALGAON.",MAHARASHTRA,24.0,24.0,5.7,5.7,7.7,7.7,245.0,245.0,3.8,3.8,2.42,2.42,4.0,4.0,58.0,58.0,2,2,0
